Date,Germany: Stock Market,Germany: Currency,Germany: Interest Rate,BGF US Growth A2 {USD},prediction
,10743.01,1.0856,0.05,14.97,14.760095
,10283.44,1.0831,0.05,14.97,14.754275
,10283.44,1.0831,0.05,14.97,14.65513
,10283.44,1.0831,0.05,14.52,14.661523
,10310.1,1.0748,0.05,14.54,14.325035
,10214.02,1.0781,0.05,14.37,14.3461895
,9979.85,1.0932,0.05,14.18,14.1729555
,9849.34,1.0922,0.05,14.13,13.951732
,9825.07,1.0859,0.05,14.13,13.900995
,9825.07,1.0859,0.05,14.13,13.909119
,9825.07,1.0859,0.05,13.8,13.906525
,9985.43,1.0858,0.05,14.01,13.647239
,9960.96,1.0877,0.05,13.94,13.851983
,9794.2,1.0865,0.05,13.32,13.7687235
,9545.27,1.0916,0.05,13.39,13.251257
,9521.85,1.0892,0.05,13.39,13.271599
,9521.85,1.0892,0.05,13.39,13.266312
,9521.85,1.0892,0.05,13.39,13.269617
,9664.21,1.0908,0.05,13.5,13.270929
,9391.64,1.0876,0.05,13.1,13.386035
,9574.16,1.0858,0.05,13.28,13.009184
,9764.88,1.0798,0.05,13.66,13.229581
,9736.15,1.0852,0.05,13.66,13.539456
,9736.15,1.0852,0.05,13.66,13.497961
,9736.15,1.0852,0.05,13.64,13.512161
,9822.75,1.0861,0.05,13.45,13.497288
,9880.82,1.0904,0.05,13.49,13.367562
,9639.59,1.0935,0.05,13.41,13.409374
,9798.11,1.0834,0.05,13.49,13.280869
,9757.88,1.089,0.05,13.49,13.4133005
,9757.88,1.089,0.05,13.49,13.373615
,9757.88,1.089,0.05,13.61,13.382305
,9581.04,1.0919,0.05,13.58,13.475795
,9434.82,1.1049,0.05,13.34,13.404985
,9393.36,1.1198,0.05,13.27,13.179151
,9286.23,1.1159,0.05,13.09,13.124568
,8979.36,1.1188,0.05,13.09,12.985098
,8979.36,1.1188,0.05,13.09,12.9252
,8979.36,1.1188,0.05,12.55,12.943513
,8879.4,1.1288,0.05,12.6,12.531664
,9017.29,1.128,0.05,12.79,12.572549
,8752.87,1.1314,0.05,12.59,12.744359
,8967.51,1.125,0.05,12.62,12.49857
,9206.84,1.1169,0.05,12.62,12.633972
,9206.84,1.1169,0.05,12.62,12.673537
,9206.84,1.1169,0.05,12.78,12.650731
,9135.11,1.1143,0.05,12.94,12.767666
,9377.21,1.1121,0.05,13.15,12.861931
,9463.64,1.1108,0.05,13.27,13.079354
,9388.05,1.113,0.05,13.06,13.168786
,9573.59,1.1026,0.05,13.06,12.976055
,9573.59,1.1026,0.05,13.06,13.060541
,9573.59,1.1026,0.05,13.33,13.0305195
,9416.77,1.1024,0.05,13.34,13.236907
,9167.8,1.1013,0.05,13.02,13.191308
,9331.48,1.1023,0.05,13.24,12.904573
,9513.3,1.0936,0.05,13.48,13.147593
,9495.4,1.0885,0.05,13.48,13.35922
,9495.4,1.0885,0.05,13.48,13.34042
,9495.4,1.0885,0.05,13.46,13.340712
,9717.16,1.0875,0.0,13.43,13.323816
,9776.62,1.0869,0.0,13.63,13.40025
,9751.92,1.0945,0.0,13.63,13.5428505
,9824.17,1.101,0.0,13.62,13.512269
,9778.93,1.0991,0.0,13.62,13.520915
,9778.93,1.0991,0.0,13.62,13.51842
,9778.93,1.1012,0.0,13.54,13.518867
,9692.82,1.1,0.0,13.49,13.454242
,9723.09,1.0985,0.0,13.41,13.404345
,9498.15,1.1176,0.0,13.59,13.354186
,9831.13,1.115,0.0,13.59,13.413964
,9990.26,1.11,0.0,13.59,13.509262
,9990.26,1.11,0.0,13.59,13.543481
,9990.26,1.11,0.0,13.7,13.529917
,9933.85,1.1107,0.0,13.66,13.611467
,9983.41,1.1216,0.0,13.71,13.561558
,9892.2,1.1315,0.0,13.76,13.601726
,9950.8,1.1268,0.0,13.83,13.612135
,9948.64,1.1235,0.0,13.83,13.700627
,9948.64,1.1235,0.0,13.83,13.701427
,9948.64,1.1235,0.0,13.8,13.7010355
,9990.0,1.1221,0.0,13.89,13.67781
,10022.93,1.1177,0.0,13.88,13.759904
,9851.35,1.1164,0.0,13.77,13.759902
,9851.35,1.1159999999999999,0.0,13.77,13.635256
,9851.35,1.1157,0.0,13.77,13.643117
,9851.35,1.1157,0.0,13.77,13.642426
,9851.35,1.12,0.0,13.77,13.642363
,9887.94,1.1289,0.0,13.79,13.635819
,10046.61,1.1332,0.0,14.16,13.649782
,9965.51,1.1378,0.0,14.05,13.97285
,9794.64,1.1393,0.0,14.0,13.856855
,9822.08,1.1394,0.0,14.0,13.793416
,9822.08,1.1394,0.0,14.0,13.80942
,9822.08,1.1386,0.0,14.17,13.811966
,9563.36,1.138,0.0,14.01,13.946598
,9624.51,1.14,0.0,14.07,13.764616
,9530.62,1.1367,0.0,14.15,13.83644
,9622.26,1.1398,0.0,14.15,13.884588
,9682.99,1.1404,0.0,14.15,13.901833
,9682.99,1.1404,0.0,14.15,13.918886
,9682.99,1.141,0.0,14.1,13.917258
,9761.47,1.1383,0.0,13.98,13.876373
,10026.1,1.1277,0.0,14.26,13.804873
,10093.65,1.1265,0.0,14.29,14.090582
,10051.57,1.1283,0.0,14.3,14.104531
,10120.31,1.1297,0.0,14.3,14.095125
,10120.31,1.1297,0.0,14.3,14.108905
,10120.31,1.1307,0.0,14.31,14.107917
,10349.59,1.1358,0.0,14.28,14.11303
,10421.29,1.1302,0.0,14.28,14.134596
,10435.73,1.129,0.0,14.27,14.153434
,10373.49,1.1229,0.0,14.16,14.138107
,10294.35,1.1231,0.0,14.16,14.040109
,10294.35,1.1231,0.0,14.16,14.017403
,10294.35,1.1266,0.0,14.1,14.017208
,10259.59,1.1296,0.0,14.15,13.966268
,10299.83,1.1326,0.0,13.97,13.997216
,10321.15,1.1357,0.0,14.1,13.863273
,10038.97,1.1446,0.0,13.88,13.97086
,10123.27,1.146,0.0,13.88,13.719071
,10123.27,1.146,0.0,13.88,13.76033
,10123.27,1.1534,0.0,13.96,13.759148
,9926.77,1.1496,0.0,13.93,13.811706
,9828.25,1.1487,0.0,13.85,13.754779
,9851.86,1.1405,0.0,13.85,13.678919
,9869.95,1.1404,0.0,13.87,13.705719
,9980.49,1.1385,0.0,13.87,13.718188
,9980.49,1.1385,0.0,13.87,13.743948
,9980.49,1.1383,0.0,14.04,13.737336
,10045.44,1.1372,0.0,14.15,13.868056
,9975.32,1.1426,0.0,14.2,13.966141
,9862.12,1.1377,0.0,14.09,13.981651
,9952.9,1.1309,0.0,14.07,13.886946
,9952.9,1.1317,0.0,14.07,13.906104
,9952.9,1.1317,0.0,14.07,13.896457
,9952.9,1.1321,0.0,14.07,13.894388
,9890.19,1.1313,0.0,14.08,13.892739
,9943.23,1.1216,0.0,13.94,13.887829
,9795.89,1.1203,0.0,13.87,13.805711
,9916.02,1.1224,0.0,14.04,13.713855
,9842.29,1.122,0.0,14.04,13.869424
,9842.29,1.122,0.0,14.04,13.847681
,9842.29,1.122,0.0,14.05,13.852174
,10057.31,1.1141,0.0,14.14,13.861912
,10205.21,1.1155,0.0,14.32,13.990349
,10272.71,1.1194,0.0,14.33,14.14509
,10286.31,1.1115,0.0,14.4,14.15626
,10333.23,1.1108,0.0,14.4,14.224038
,10333.23,1.1108,0.0,14.4,14.228162
,10333.23,1.1138,0.0,14.43,14.226265
,10262.74,1.1134,0.0,14.45,14.244655
,10204.44,1.1187,0.0,14.36,14.247411
,10208.0,1.1151,0.0,14.35,14.161516
,10103.26,1.1359,0.0,14.37,14.166447
,10121.08,1.1351,0.0,14.37,14.129966
,10121.08,1.1351,0.0,14.37,14.154552
,10121.08,1.1355,0.0,14.47,14.1585455
,10287.68,1.1358,0.0,14.5,14.237442
,10217.03,1.1395,0.0,14.53,14.300006
,10088.87,1.1316,0.0,14.52,14.30121
,9834.62,1.1251,0.0,14.36,14.277913
,9657.44,1.1238,0.0,14.36,14.106694
,9657.44,1.1238,0.0,14.36,14.073211
,9657.44,1.1292,0.0,14.28,14.079866
,9519.2,1.1207,0.0,14.16,14.015538
,9606.71,1.126,0.0,14.2,13.912918
,9550.47,1.1225,0.0,14.01,13.95117
,9631.36,1.1277,0.0,14.07,13.798613
,9962.02,1.1355,0.0,14.07,13.853429
,9962.02,1.1355,0.0,14.07,13.911336
,9962.02,1.1314,0.0,14.21,13.904193
,10015.54,1.1242,0.0,14.18,14.01216
,10071.06,1.1296,0.0,14.17,14.003949
,10257.03,1.1385,0.0,14.17,13.994765
,9557.16,1.1117,0.0,13.99,14.024338
,9268.66,1.1028,0.0,13.99,13.771387
,9268.66,1.1028,0.0,13.99,13.723622
,9268.66,1.1025,0.0,13.63,13.731198
,9447.28,1.1065,0.0,13.75,13.461354
,9612.27,1.1125,0.0,13.96,13.595911
,9680.09,1.1106,0.0,14.05,13.766249
,9776.12,1.1136,0.0,14.25,13.846454
,9709.09,1.1134,0.0,14.25,14.01338
,9709.09,1.1134,0.0,14.25,13.999228
,9709.09,1.1154,0.0,14.22,14.005193
,9532.61,1.1076,0.0,14.11,13.982206
,9373.26,1.11,0.0,14.12,13.875065
,9418.78,1.1063,0.0,14.3,13.844309
,9629.66,1.1051,0.0,14.36,14.004066
,9833.41,1.1043,0.0,14.36,14.096304
,9833.41,1.1043,0.0,14.36,14.139464
,9833.41,1.1058,0.0,14.52,14.131159
,9964.07,1.1061,0.0,14.56,14.245258
,9930.71,1.109,0.0,14.58,14.304593
,10068.3,1.112,0.0,14.62,14.309443
,10066.9,1.1035,0.0,14.64,14.36903
,10063.13,1.1053,0.0,14.64,14.395141
,10063.13,1.1053,0.0,14.64,14.385131
,10063.13,1.1075,0.0,14.6,14.38564
,9981.24,1.1021,0.0,14.58,14.352347
,10142.01,1.1015,0.0,14.68,14.326918
,10156.21,1.1026,0.0,14.72,14.435162
,10147.46,1.0977,0.0,14.68,14.465308
,10198.24,1.0968,0.0,14.68,14.43905
,10198.24,1.0968,0.0,14.68,14.447191
,10198.24,1.0995,0.0,14.71,14.444022
,10247.76,1.0986,0.0,14.77,14.461754
,10319.55,1.1058,0.0,14.76,14.520718
,10274.93,1.1077,0.0,14.83,14.52156
,10337.5,1.1174,0.0,14.88,14.566197
,10330.52,1.1166,0.0,14.88,14.611606
,10330.52,1.1166,0.0,14.88,14.620093
,10330.52,1.1163,0.0,14.92,14.621692
,10144.34,1.1224,0.0,14.89,14.653373
,10170.21,1.1149,0.0,14.86,14.584254
,10227.86,1.113,0.0,14.86,14.583729
,10367.21,1.1086,0.0,15.04,14.597154
,10432.36,1.1088,0.0,15.04,14.765558
,10432.36,1.1088,0.0,15.04,14.779406
,10432.36,1.1088,0.0,15.03,14.778093
,10692.9,1.1117,0.0,15.08,14.769202
,10650.89,1.1176,0.0,15.02,14.86209
,10742.84,1.1137,0.0,15.07,14.799903
,10713.43,1.1162,0.0,15.07,14.858007
,10739.21,1.1164,0.0,15.07,14.845415
,10739.21,1.1164,0.0,15.07,14.850568
,10739.21,1.1184,0.0,15.07,14.849937
,10676.65,1.1279,0.0,15.07,14.847673
,10537.67,1.1289,0.0,15.01,14.826901
,10603.03,1.1354,0.0,15.09,14.755145
,10544.36,1.1325,0.0,15.04,14.829229
,10494.35,1.1295,0.0,15.04,14.788729
,10494.35,1.1295,0.0,15.04,14.779435
,10494.35,1.1320000000000001,0.0,15.07,14.7798395
,10592.88,1.1305,0.0,15.2,14.80194
,10622.97,1.1264,0.0,15.17,14.928124
,10529.59,1.1287,0.0,15.04,14.919762
,10587.77,1.1185,0.0,15.07,14.79416
,10544.44,1.1195,0.0,15.07,14.8350935
,10544.44,1.1195,0.0,15.07,14.8175535
,10544.44,1.119,0.0,15.07,14.81685
,10657.64,1.1149,0.0,15.1,14.817565
,10592.69,1.1156,0.0,15.0,14.869049
,10534.31,1.1198,0.0,14.98,14.774516
,10683.82,1.1143,0.0,15.09,14.737404
,10672.22,1.1143,0.0,15.09,14.860444
,10672.22,1.115,0.0,15.09,14.85661
,10672.22,1.115,0.0,15.05,14.854968
,10687.14,1.1255,0.0,15.13,14.824784
,10752.98,1.1239,0.0,15.21,14.878902
,10675.29,1.126,0.0,15.15,14.964174
,10573.44,1.1233,0.0,15.02,14.903093
,10431.77,1.1219,0.0,15.02,14.783568
,10431.77,1.1234,0.0,15.02,14.7487335
,10431.77,1.1235,0.0,14.79,14.749324
,10386.6,1.122,0.0,14.81,14.577482
,10378.4,1.125,0.0,14.84,14.577709
,10431.2,1.1244,0.0,14.83,14.591815
,10276.17,1.1155,0.0,14.94,14.599129
,10373.87,1.1142,0.0,14.94,14.655957
,10373.87,1.1175,0.0,14.94,14.67952
,10373.87,1.1175,0.0,15.06,14.678251
,10393.86,1.1151,0.0,15.01,14.770755
,10436.49,1.1189,0.0,15.01,14.744851
,10674.18,1.1208,0.0,15.22,14.7501
,10626.97,1.1226,0.0,15.17,14.962299
,10393.71,1.1221,0.0,15.17,14.917359
,10393.71,1.1254,0.0,15.17,14.862957
,10393.71,1.1254,0.0,15.01,14.864065
,10361.48,1.1215,0.0,15.08,14.750311
,10438.34,1.1217,0.0,15.14,14.795542
,10405.54,1.1222,0.0,15.22,14.857056
,10511.02,1.1235,0.0,15.08,14.911412
,10511.02,1.1211,0.0,15.08,14.833496
,10511.02,1.1211,0.0,15.08,14.830562
,10511.02,1.1211,0.0,15.14,14.824674
,10619.61,1.1204,0.0,15.22,14.8677845
,10585.78,1.1205,0.0,15.19,14.955278
,10568.8,1.1151,0.0,15.16,14.927036
,10490.86,1.1201,0.0,15.15,14.90349
,10624.08,1.1139,0.0,15.15,14.870172
,10624.08,1.1139,0.0,15.15,14.908583
,10624.08,1.1139,0.0,15.24,14.90416
,10577.16,1.1054,0.0,15.03,14.968817
,10523.07,1.1007,0.0,14.91,14.809673
,10414.07,1.102,0.0,14.72,14.698931
,10580.38,1.0972,0.0,14.92,14.518946
,10503.57,1.1,0.0,14.92,14.704233
,10503.57,1.1,0.0,14.92,14.681437
,10503.57,1.1,0.0,14.74,14.683533
,10631.55,1.0981,0.0,14.99,14.5482235
,10645.68,1.0974,0.0,15.04,14.761411
,10701.39,1.0929,0.0,15.05,14.80417
,10710.73,1.088,0.0,15.02,14.830129
,10761.17,1.0873,0.0,15.02,14.811693
,10761.17,1.0873,0.0,15.02,14.817996
,10761.17,1.0873,0.0,15.22,14.814816
,10757.31,1.0886,0.0,15.17,14.96244
,10709.68,1.0908,0.0,15.0,14.932898
,10717.08,1.0897,0.0,15.05,14.795866
,10696.19,1.0985,0.0,14.97,14.831025
,10665.01,1.0984,0.0,14.97,14.758342
,10665.01,1.0984,0.0,14.97,14.75312
,10665.01,1.097,0.0,14.85,14.753002
,10526.16,1.1055,0.0,14.85,14.663248
,10370.93,1.1094,0.0,14.62,14.6199255
,10325.88,1.1098,0.0,14.53,14.41116
,10259.13,1.1136,0.0,14.51,14.334344
,10456.95,1.1044,0.0,14.51,14.299169
,10456.95,1.1044,0.0,14.51,14.355575
,10456.95,1.1044,0.0,14.66,14.343908
,10482.32,1.1017,0.0,14.72,14.453859
,10646.01,1.0917,0.0,14.76,14.509354
,10630.12,1.089,0.0,14.79,14.586591
,10667.95,1.0846,0.0,14.51,14.600948
,10693.69,1.0825,0.0,14.51,14.394962
,10693.69,1.0825,0.0,14.51,14.390221
,10693.69,1.0747,0.0,14.42,14.379235
,10735.14,1.0722,0.0,14.49,14.313187
,10663.87,1.0704,0.0,14.53,14.368894
,10685.54,1.0622,0.0,14.67,14.381263
,10664.56,1.0587,0.0,14.73,14.500391
,10685.13,1.0637,0.0,14.73,14.544854
,10685.13,1.0637,0.0,14.73,14.548161
,10685.13,1.0637,0.0,14.78,14.553606
,10713.85,1.0631,0.0,14.85,14.592817
,10662.44,1.0544,0.0,14.76,14.654381
,10689.26,1.0559,0.0,14.82,14.586955
,10699.27,1.0572,0.0,14.83,14.630701
,10582.67,1.062,0.0,14.83,14.640362
,10582.67,1.062,0.0,14.83,14.614579
,10582.67,1.062,0.0,14.79,14.620437
,10620.49,1.0646,0.0,14.74,14.593734
,10640.3,1.0589,0.0,14.8,14.561222
,10534.05,1.0662,0.0,14.63,14.613843
,10513.35,1.0673,0.0,14.52,14.453484
,10684.83,1.0755,0.0,14.52,14.365362
,10684.83,1.0755,0.0,14.52,14.388801
,10684.83,1.0755,0.0,14.66,14.386159
,10775.32,1.0718,0.0,14.66,14.489129
,10986.69,1.0757,0.0,14.63,14.513235
,11179.42,1.062,0.0,14.87,14.5289955
,11203.63,1.0558,0.0,14.97,14.75401
,11190.21,1.0642,0.0,14.97,14.829328
,11190.21,1.0642,0.0,14.97,14.822169
,11190.21,1.0642,0.0,14.92,14.827356
,11284.65,1.0626,0.0,14.98,14.791007
,11244.84,1.0511,0.0,14.97,14.85447
,11366.4,1.0418,0.0,14.96,14.843031
,11404.01,1.0435,0.0,14.97,14.857166
,11426.7,1.0403,0.0,14.97,14.862483
,11426.7,1.0403,0.0,14.97,14.864332
,11426.7,1.0403,0.0,14.93,14.860201
,11464.74,1.0390000000000001,0.0,14.94,14.828548
,11468.4102,1.0427,0.0,14.91,14.841022
,11443.0498,1.0439,0.0,14.91,14.815667
,11448.4102,1.0448,0.0,14.91,14.80914
,11476.6201,1.0453,0.0,14.91,14.810067
,11476.6201,1.0453,0.0,14.91,14.815937
,11476.6201,1.0453,0.0,14.91,14.815478
,11476.6201,1.046,0.0,15.02,14.814936
,11474.99,1.042,0.0,14.93,14.896871
,11451.05,1.0593,0.0,14.87,14.836471
,11481.06,1.0525,0.0,14.79,14.776643
,11481.06,1.0525,0.0,14.79,14.729122
,11598.33,1.0458,0.0,14.79,14.721236
,11598.33,1.0458,0.0,14.75,14.743804
,11584.24,1.0419,0.0,14.88,14.705794
,11584.31,1.0493,0.0,14.96,14.796466
,11584.94,1.0607,0.0,15.12,14.857108
,11599.01,1.0523,0.0,15.15,14.984169
,11563.99,1.0588,0.0,15.15,15.02891
,11563.99,1.0588,0.0,15.15,15.02515
,11563.99,1.0588,0.0,15.19,15.031182
,11583.3,1.0554,0.0,15.21,15.063491
,11646.17,1.0595,0.0,15.26,15.086506
,11521.04,1.0652,0.0,15.21,15.137034
,11629.18,1.0632,0.0,15.32,15.077142
,11554.71,1.0602,0.0,15.32,15.183942
,11554.71,1.0602,0.0,15.32,15.175143
,11554.71,1.0602,0.0,15.32,15.176755
,11540.0,1.0697,0.0,15.23,15.178799
,11599.39,1.0627,0.0,15.26,15.108165
,11596.89,1.0659999999999998,0.0,15.32,15.14256
,11630.13,1.0699,0.0,15.32,15.182967
,11545.75,1.0761,0.0,15.32,15.193392
,11545.75,1.0761,0.0,15.32,15.176555
,11545.75,1.0761,0.0,15.26,15.1806135
,11587.0801,1.0728,0.0,15.28,15.137911
,11806.05,1.0751,0.0,15.45,15.159052
,11838.4805,1.0682,0.0,15.52,15.330135
,11814.27,1.0694,0.0,15.48,15.3951235
,11681.89,1.0708,0.0,15.48,15.362267
,11681.89,1.0708,0.0,15.48,15.332307
,11681.89,1.0708,0.0,15.35,15.33546
,11585.0,1.0803,0.0,15.35,15.242013
,11659.5,1.0766,0.0,15.42,15.212295
,11627.95,1.0761,0.0,15.43,15.283639
,11666.0303,1.0772,0.0,15.45,15.287961
,11509.84,1.0783,0.0,15.45,15.312598
,11509.84,1.0783,0.0,15.45,15.281197
,11509.84,1.0743,0.0,15.43,15.284937
,11549.44,1.0679,0.0,15.5,15.274268
,11543.38,1.0693,0.0,15.48,15.333669
,11642.86,1.0658,0.0,15.62,15.319826
,11666.97,1.0638,0.0,15.75,15.443174
,11774.43,1.0597,0.0,15.75,15.55012
,11774.43,1.0597,0.0,15.75,15.582741
,11774.43,1.0597,0.0,15.82,15.582802
,11771.81,1.0577,0.0,15.82,15.632408
,11793.93,1.0601,0.0,15.92,15.637063
,11757.24,1.0671,0.0,15.98,15.715268
,11757.02,1.0612,0.0,15.91,15.763011
,11827.62,1.061,0.0,15.91,15.721195
,11827.62,1.061,0.0,15.91,15.732004
,11827.62,1.061,0.0,15.96,15.730468
,11967.49,1.0541,0.0,16.03,15.764623
,11998.59,1.0547,0.0,16.02,15.843634
,11947.83,1.0585,0.0,16.05,15.8459425
,11804.03,1.056,0.0,15.95,15.856453
,11822.67,1.0583,0.0,15.95,15.757668
,11822.67,1.0583,0.0,15.95,15.757224
,11822.67,1.0583,0.0,16.01,15.758876
,11834.41,1.0568,0.0,16.05,15.801738
,12067.19,1.0536,0.0,16.18,15.837104
,12059.57,1.0505,0.0,16.22,15.979156
,12027.36,1.0618,0.0,16.17,16.01049
,11958.4,1.0577,0.0,16.17,15.980191
,11958.4,1.0577,0.0,16.17,15.961977
,11958.4,1.0577,0.0,16.15,15.962439
,11966.14,1.0569,0.0,16.12,15.949816
,11967.31,1.0546,0.0,16.15,15.928692
,11978.39,1.0577,0.0,16.13,15.945039
,11963.18,1.0668,0.0,16.22,15.936806
,11990.03,1.0651,0.0,16.22,16.002035
,11990.03,1.0651,0.0,16.22,16.017008
,11990.03,1.0651,0.0,16.2,16.01828
,11988.79,1.0612,0.0,16.13,16.004486
,12009.87,1.0737,0.0,16.17,15.950381
,12083.18,1.0772,0.0,16.24,15.984032
,12095.24,1.0737,0.0,16.24,16.056454
,12052.9,1.0735,0.0,16.24,16.06201
,12052.9,1.0735,0.0,16.24,16.051172
,12052.9,1.0735,0.0,16.25,16.051329
,11962.13,1.0812,0.0,16.12,16.059086
,11904.12,1.079,0.0,15.99,15.954073
,12039.68,1.0784,0.0,16.05,15.837821
,12064.27,1.0795,0.0,16.08,15.897694
,11996.07,1.0859999999999999,0.0,16.08,15.925419
,11996.07,1.0859999999999999,0.0,16.08,15.914209
,11996.07,1.0859999999999999,0.0,15.91,15.91555
,12149.42,1.0818,0.0,16.02,15.793679
,12203.0,1.0759,0.0,16.14,15.888804
,12256.43,1.0687,0.0,16.2,15.983596
,12312.87,1.0653,0.0,16.18,16.038134
,12257.2,1.067,0.0,16.18,16.037043
,12257.2,1.067,0.0,16.18,16.02358
,12257.2,1.067,0.0,16.21,16.024166
,12282.34,1.0673,0.0,16.11,16.046106
,12217.54,1.0672,0.0,16.17,15.984924
,12230.89,1.0644,0.0,16.1,16.003706
,12225.06,1.0589,0.0,16.03,15.959627
,12200.52,1.0597,0.0,16.03,15.898448
,12200.52,1.0597,0.0,16.03,15.884971
,12200.52,1.0597,0.0,16.12,15.883741
,12133.74,1.0611,0.0,16.03,15.946744
,12154.7,1.067,0.0,16.06,15.878749
,12109.0,1.0615,0.0,16.03,15.904175
,12109.0,1.0586,0.0,16.03,15.873208
,12030.7998,1.0643,0.0,16.03,15.868473
,12030.7998,1.0643,0.0,16.03,15.855507
,12030.7998,1.0643,0.0,16.03,15.858863
,12030.7998,1.0729,0.0,16.15,15.860842
,12016.45,1.0714,0.0,16.18,15.952154
,12027.32,1.0714,0.0,16.13,15.983084
,12048.57,1.0694,0.0,16.23,15.95623
,12454.98,1.0865,0.0,16.23,16.02703
,12454.98,1.0865,0.0,16.23,16.141195
,12454.98,1.0865,0.0,16.4,16.137049
,12473.04,1.0929,0.0,16.52,16.246618
,12472.8,1.0908,0.0,16.55,16.354681
,12443.79,1.0863,0.0,16.55,16.388506
,12438.01,1.0884,0.0,16.66,16.38257
,12507.9,1.0908,0.0,16.66,16.461725
,12507.9,1.0908,0.0,16.66,16.49539
,12507.9,1.0908,0.0,16.66,16.498169
,12507.9,1.0935,0.0,16.79,16.498322
,12527.84,1.0908,0.0,16.8,16.5906
,12647.78,1.0946,0.0,16.81,16.612713
,12716.89,1.0987,0.0,16.88,16.656265
,12694.55,1.0932,0.0,16.88,16.72563
,12694.55,1.0932,0.0,16.88,16.71535
,12694.55,1.0932,0.0,16.9,16.714462
,12749.12,1.0891,0.0,16.96,16.728016
,12757.46,1.0869,0.0,16.93,16.775131
,12711.06,1.0868,0.0,16.84,16.758497
,12770.41,1.0923,0.0,16.88,16.685205
,12807.04,1.0978,0.0,16.88,16.726215
,12807.04,1.0978,0.0,16.88,16.746447
,12807.04,1.0978,0.0,16.97,16.744385
,12801.88,1.1083,0.0,17.02,16.802021
,12631.61,1.1146,0.0,16.83,16.863066
,12590.06,1.1126,0.0,16.68,16.714195
,12638.69,1.1195,0.0,16.9,16.580814
,12619.46,1.1248,0.0,16.9,16.734562
,12619.46,1.1248,0.0,16.9,16.760723
,12619.46,1.1248,0.0,16.98,16.76467
,12659.15,1.1229,0.0,17.02,16.819618
,12642.87,1.1184,0.0,16.97,16.862858
,12621.72,1.1213,0.0,16.97,16.823652
,12602.18,1.1184,0.0,17.17,16.819365
,12628.95,1.1177,0.0,17.17,16.94474
,12628.95,1.1177,0.0,17.17,16.975536
,12628.95,1.1177,0.0,17.15,16.982025
,12598.68,1.1177,0.0,17.14,16.971134
,12615.06,1.1245,0.0,17.06,16.956161
,12664.92,1.1225,0.0,17.16,16.91804
,12822.94,1.1275,0.0,17.26,16.983942
,12690.12,1.1252,0.0,17.26,17.10572
,12690.12,1.1252,0.0,17.26,17.078108
,12690.12,1.1252,0.0,17.26,17.080606
,12690.12,1.1265,0.0,17.38,17.082659
,12672.49,1.1262,0.0,17.35,17.166393
,12713.58,1.1222,0.0,17.39,17.157476
,12815.72,1.1184,0.0,17.46,17.186066
,12690.44,1.1202,0.0,17.46,17.252726
,12690.44,1.1202,0.0,17.46,17.234743
,12690.44,1.1202,0.0,16.89,17.239737
,12764.98,1.1206,0.0,17.17,16.85507
,12805.95,1.1278,0.0,17.27,16.996542
,12691.81,1.115,0.0,17.03,17.104227
,12752.73,1.1198,0.0,17.11,16.90206
,12888.95,1.1168,0.0,17.11,16.95439
,12888.95,1.1168,0.0,17.11,16.985716
,12888.95,1.1168,0.0,17.25,16.981651
,12814.79,1.1126,0.0,17.31,17.071095
,12774.26,1.1143,0.0,17.3,17.099995
,12798.21,1.1157,0.0,17.36,17.101019
,12733.41,1.12,0.0,17.36,17.154806
,12770.83,1.1202,0.0,17.36,17.158949
,12770.83,1.1202,0.0,17.36,17.172894
,12770.83,1.1202,0.0,17.52,17.173859
,12671.02,1.1286,0.0,17.34,17.279465
,12647.27,1.1363,0.0,17.17,17.174763
,12416.19,1.1426,0.0,17.32,17.054249
,12325.12,1.1405,0.0,17.25,17.087456
