Date,Germany: Stock Market,Germany: Currency,Germany: Interest Rate,BGF US Growth A2 {USD},prediction
,12475.31,1.1368,0.0,17.25,17.032372
,12475.31,1.1368,0.0,17.25,17.0622
,12475.31,1.1368,0.0,17.25,17.061672
,12437.13,1.1351,0.0,17.12,17.060677
,12453.68,1.1329,0.0,17.13,16.959044
,12381.25,1.1405,0.0,17.13,16.950247
,12388.68,1.1391,0.0,17.27,16.943155
,12445.92,1.1388,0.0,17.27,17.03896
,12445.92,1.1388,0.0,17.27,17.071041
,12445.92,1.1388,0.0,17.3,17.074358
,12437.02,1.1419,0.0,17.41,17.095173
,12626.58,1.1419,0.0,17.56,17.177113
,12641.33,1.1404,0.0,17.68,17.33947
,12631.72,1.1447,0.0,17.68,17.438637
,12587.16,1.1471,0.0,17.68,17.46418
,12587.16,1.1471,0.0,17.68,17.4628
,12587.16,1.1471,0.0,17.78,17.464825
,12435.32,1.1581,0.0,17.77,17.532751
,12452.05,1.1518,0.0,18.02,17.527294
,12447.25,1.1634,0.0,18.07,17.691454
,12240.06,1.1657,0.0,18.06,17.791296
,12208.95,1.1643,0.0,18.06,17.755987
,12208.95,1.1643,0.0,18.06,17.754356
,12208.95,1.1643,0.0,18.13,17.761799
,12264.31,1.1662,0.0,18.13,17.814457
,12300.18,1.163,0.0,18.19,17.846601
,12212.04,1.1666,0.0,18.22,17.891891
,12162.7,1.1747,0.0,17.97,17.907064
,12118.25,1.179,0.0,17.97,17.748335
,12118.25,1.179,0.0,17.97,17.712282
,12118.25,1.179,0.0,18.01,17.704897
,12251.29,1.181,0.0,18.03,17.730175
,12181.48,1.1857,0.0,18.01,17.788633
,12154.72,1.1879,0.0,17.93,17.76733
,12297.72,1.1751,0.0,17.99,17.704744
,12257.17,1.1795,0.0,17.99,17.742142
,12257.17,1.1795,0.0,17.99,17.74364
,12257.17,1.1795,0.0,18.08,17.743591
,12292.05,1.1737,0.0,18.1,17.805313
,12154.0,1.1742,0.0,17.95,17.828392
,12014.3,1.1749,0.0,17.83,17.695509
,12014.06,1.1791,0.0,17.62,17.55978
,12165.12,1.1783,0.0,17.62,17.404572
,12165.12,1.1783,0.0,17.62,17.411724
,12165.12,1.1783,0.0,17.86,17.401735
,12177.04,1.1718,0.0,17.86,17.56103
,12263.86,1.1704,0.0,17.94,17.584444
,12203.46,1.1742,0.0,17.93,17.666525
,12165.19,1.175,0.0,17.6,17.665592
,12065.99,1.1817,0.0,17.6,17.429941
,12065.99,1.1817,0.0,17.6,17.369818
,12065.99,1.1817,0.0,17.63,17.36099
,12229.34,1.1764,0.0,17.75,17.380013
,12174.3,1.1815,0.0,17.85,17.499214
,12180.83,1.1805,0.0,17.77,17.579382
,12167.94,1.1872,0.0,17.84,17.542068
,12123.47,1.1955,0.0,17.84,17.592705
,12123.47,1.1955,0.0,17.84,17.606323
,12123.47,1.1955,0.0,17.73,17.608212
,11945.88,1.2026,0.0,17.66,17.531036
,12002.47,1.1915,0.0,17.83,17.428953
,12055.84,1.1889,0.0,18.05,17.530224
,12142.64,1.1879,0.0,18.12,17.71553
,12102.21,1.1912,0.0,18.12,17.826473
,12102.21,1.1912,0.0,18.12,17.844501
,12102.21,1.1912,0.0,18.13,17.850983
,12123.71,1.1922,0.0,18.09,17.86037
,12214.54,1.1938,0.0,18.03,17.843033
,12296.63,1.2007,0.0,18.07,17.823074
,12303.98,1.202,0.0,18.08,17.874775
,12475.24,1.1983,0.0,18.08,17.883602
,12475.24,1.1983,0.0,18.08,17.91779
,12475.24,1.1983,0.0,18.2,17.908699
,12524.77,1.1953,0.0,18.22,17.984539
,12553.57,1.1916,0.0,18.25,18.019026
,12540.45,1.1872,0.0,18.17,18.042595
,12518.81,1.1963,0.0,18.11,17.9764
,12559.39,1.1954,0.0,18.11,17.941841
,12559.39,1.1954,0.0,18.11,17.938993
,12559.39,1.1954,0.0,18.22,17.93356
,12561.79,1.1979,0.0,18.12,18.00651
,12569.17,1.1996,0.0,18.17,17.95993
,12600.03,1.1922,0.0,18.08,17.988697
,12592.35,1.1969,0.0,18.08,17.919071
,12594.81,1.1868,0.0,18.08,17.915236
,12594.81,1.1868,0.0,18.08,17.885975
,12594.81,1.1868,0.0,17.93,17.885862
,12605.2,1.1766,0.0,17.88,17.78348
,12661.7002,1.1731,0.0,17.92,17.705488
,12704.65,1.1785,0.0,17.95,17.728065
,12828.86,1.1822,0.0,18.04,17.776157
,12902.65,1.1736,0.0,18.04,17.883162
,12902.65,1.1736,0.0,18.04,17.887241
,12902.65,1.1736,0.0,18.2,17.88413
,12970.52,1.1754,0.0,18.2,17.990044
,12970.52,1.1761,0.0,18.22,18.036074
,12968.05,1.1714,0.0,18.34,18.054626
,12955.94,1.1732,0.0,18.47,18.12393
,12976.8203,1.1737,0.0,18.47,18.233952
,12976.8203,1.1737,0.0,18.47,18.267694
,12976.8203,1.1737,0.0,18.52,18.275307
,12949.25,1.1816,0.0,18.51,18.312714
,12970.68,1.1843,0.0,18.47,18.332392
,12982.89,1.1846,0.0,18.51,18.320107
,12991.87,1.1835,0.0,18.52,18.344246
,13003.7,1.1797,0.0,18.52,18.351896
,13003.7,1.1797,0.0,18.52,18.343527
,13003.7,1.1797,0.0,18.53,18.34359
,12995.06,1.1752,0.0,18.59,18.35091
,13043.03,1.1776,0.0,18.59,18.377243
,12990.1,1.1853,0.0,18.48,18.410662
,12991.28,1.1787,0.0,18.67,18.345444
,13003.14,1.1744,0.0,18.67,18.440317
,13003.14,1.1744,0.0,18.67,18.454731
,13003.14,1.1744,0.0,18.64,18.463593
,13013.19,1.1761,0.0,18.53,18.446861
,12953.41,1.181,0.0,18.57,18.376177
,13133.28,1.1703,0.0,18.58,18.385292
,13217.54,1.1582,0.0,18.87,18.410637
,13229.57,1.1595,0.0,18.87,18.589417
,13229.57,1.1595,0.0,18.87,18.638714
,13229.57,1.1627,0.0,19.04,18.651468
,13465.51,1.1649,0.0,18.99,18.789677
,13465.51,1.1616,0.0,18.99,18.864388
,13440.93,1.1673,0.0,19.04,18.841518
,13478.86,1.1617,0.0,19.1,18.887629
,13468.79,1.1614,0.0,19.1,18.923067
,13468.79,1.1614,0.0,19.1,18.92871
,13468.79,1.1586,0.0,19.26,18.932987
,13379.27,1.1576,0.0,19.21,19.038708
,13382.42,1.1585,0.0,19.1,18.996702
,13182.56,1.1625,0.0,19.0,18.929686
,13127.47,1.1662,0.0,19.05,18.799845
,13074.42,1.1657,0.0,19.05,18.82552
,13074.42,1.1657,0.0,19.05,18.817213
,13074.42,1.1664,0.0,19.06,18.8248
,13033.48,1.1754,0.0,19.01,18.838552
,12976.37,1.1801,0.0,18.92,18.828133
,13047.22,1.1772,0.0,19.09,18.755415
,12993.73,1.1782,0.0,19.14,18.872646
,13058.66,1.1767,0.0,19.14,18.91479
,13058.66,1.1767,0.0,19.14,18.943424
,13058.66,1.1748,0.0,19.18,18.945318
,13167.54,1.1725,0.0,19.31,18.967163
,13015.04,1.1786,0.0,19.32,19.09374
,13008.55,1.1842,0.0,19.32,19.096697
,13059.84,1.1937,0.0,19.38,19.128399
,13000.2,1.1935,0.0,19.38,19.230438
,13000.2,1.1935,0.0,19.38,19.215189
,13000.2,1.1918,0.0,19.45,19.215685
,13059.53,1.1867,0.0,19.45,19.260187
,13061.87,1.185,0.0,19.33,19.271538
,13023.98,1.1923,0.0,19.23,19.180187
,12861.49,1.1866,0.0,19.23,19.10608
,13058.55,1.1874,0.0,19.23,19.010963
,13058.55,1.1874,0.0,19.23,19.08245
,13058.55,1.185,0.0,19.23,19.078325
,13048.54,1.1831,0.0,19.05,19.065035
,12998.85,1.1789,0.0,18.93,18.919773
,13045.15,1.179,0.0,19.03,18.772655
,13153.7,1.1751,0.0,19.29,18.837336
,13123.65,1.177,0.0,19.29,19.052086
,13123.65,1.177,0.0,19.29,19.089077
,13123.65,1.1795,0.0,19.31,19.099417
,13183.53,1.1729,0.0,19.32,19.126932
,13125.64,1.1757,0.0,19.37,19.130194
,13068.08,1.1775,0.0,19.39,19.162159
,13103.56,1.1765,0.0,19.35,19.176523
,13312.3,1.1747,0.0,19.35,19.164501
,13312.3,1.1747,0.0,19.35,19.222244
,13312.3,1.1812,0.0,19.58,19.212786
,13215.79,1.181,0.0,19.53,19.403038
,13069.17,1.1882,0.0,19.49,19.361574
,13109.74,1.186,0.0,19.52,19.315825
,13072.79,1.1834,0.0,19.49,19.341637
,13072.79,1.1834,0.0,19.49,19.304144
,13072.79,1.1834,0.0,19.49,19.306469
,13072.79,1.1834,0.0,19.49,19.309782
,13072.79,1.1865,0.0,19.49,19.312737
,13070.02,1.1893,0.0,19.51,19.327244
,12979.94,1.1938,0.0,19.56,19.352259
,12917.64,1.2008,0.0,19.57,19.379
,12917.64,1.2008,0.0,19.57,19.403267
,12917.64,1.2008,0.0,19.57,19.408072
,12871.39,1.2008,0.0,19.57,19.409618
,12871.39,1.2057,0.0,19.65,19.39457
,12978.21,1.2012,0.0,19.89,19.476269
,13167.89,1.2067,0.0,20.13,19.68655
,13319.64,1.2028,0.0,20.15,19.99302
,13367.78,1.2038,0.0,20.15,20.077164
,13367.78,1.2038,0.0,20.15,20.093601
,13367.78,1.1965,0.0,20.27,20.075233
,13385.59,1.1935,0.0,20.34,20.117985
,13281.34,1.1945,0.0,20.28,20.176905
,13202.9,1.2031,0.0,20.41,20.114586
,13245.03,1.2185,0.0,20.58,20.220217
,13200.51,1.2197,0.0,20.58,20.451122
,13200.51,1.2197,0.0,20.58,20.464716
,13200.51,1.2261,0.0,20.68,20.462618
,13246.33,1.2259,0.0,20.89,20.555658
,13183.96,1.2184,0.0,20.65,20.734514
,13281.43,1.2237,0.0,20.81,20.530867
,13434.45,1.222,0.0,20.91,20.675655
,13463.69,1.2253,0.0,20.91,20.81034
,13463.69,1.2253,0.0,20.91,20.854374
,13463.69,1.226,0.0,20.96,20.849415
,13559.6,1.2297,0.0,21.28,20.880604
,13414.74,1.2406,0.0,21.44,21.166061
,13298.36,1.2395,0.0,21.29,21.325039
,13340.17,1.2419,0.0,21.47,21.20386
,13324.48,1.2425,0.0,21.47,21.335987
,13324.48,1.2425,0.0,21.47,21.353725
,13324.48,1.2381,0.0,21.71,21.360481
,13197.71,1.24,0.0,21.33,21.509119
,13189.48,1.242,0.0,21.58,21.243076
,13003.9,1.2508,0.0,21.4,21.371492
,12785.16,1.246,0.0,21.17,21.23458
,12687.49,1.2451,0.0,21.17,20.937891
,12687.49,1.2451,0.0,21.17,20.8539
,12687.49,1.2367,0.0,20.77,20.860554
,12392.66,1.2376,0.0,20.29,20.547722
,12590.43,1.2262,0.0,20.6,20.035086
,12260.29,1.2245,0.0,20.34,20.245031
,12107.48,1.2233,0.0,19.81,20.004835
,12282.77,1.2246,0.0,19.81,19.574478
,12282.77,1.2246,0.0,19.81,19.616568
,12282.77,1.2291,0.0,20.03,19.640596
,12196.5,1.235,0.0,20.14,19.841059
,12339.16,1.2448,0.0,20.26,19.95465
,12346.17,1.2505,0.0,20.85,20.15216
,12451.96,1.2404,0.0,20.94,20.627775
,12385.6,1.2406,0.0,20.94,20.766045
,12385.6,1.2406,0.0,20.94,20.748472
,12385.6,1.2407,0.0,20.91,20.725702
,12487.9,1.2336,0.0,20.88,20.683914
,12470.49,1.2282,0.0,21.01,20.650726
,12461.91,1.2329,0.0,20.87,20.707298
,12483.79,1.2293,0.0,20.95,20.636074
,12527.04,1.2284,0.0,20.95,20.669321
,12527.04,1.2284,0.0,20.95,20.68962
,12527.04,1.2316,0.0,21.34,20.690554
,12490.73,1.2231,0.0,21.34,20.995787
,12435.85,1.2193,0.0,21.38,21.008223
,12190.94,1.2267,0.0,20.87,21.019058
,11913.71,1.2317,0.0,20.5,20.589672
,12090.87,1.2312,0.0,20.5,20.160458
,12090.87,1.2312,0.0,20.5,20.186325
,12090.87,1.2335,0.0,20.75,20.21426
,12113.87,1.2402,0.0,21.23,20.441505
,12245.36,1.2412,0.0,21.2,20.897787
,12355.57,1.2309999999999999,0.0,21.44,21.006817
,12346.68,1.2305,0.0,21.66,21.169846
,12418.39,1.2309,0.0,21.66,21.339493
,12418.39,1.2309,0.0,21.66,21.383678
,12418.39,1.2332,0.0,21.93,21.367054
,12221.03,1.2389,0.0,21.91,21.553411
,12237.74,1.2365,0.0,21.78,21.523262
,12345.56,1.2304,0.0,21.81,21.421932
,12389.58,1.2287,0.0,21.84,21.429873
,12217.02,1.2282,0.0,21.84,21.45716
,12217.02,1.2282,0.0,21.84,21.400644
,12217.02,1.2333,0.0,21.46,21.4075
,12307.33,1.224,0.0,21.51,21.153458
,12309.15,1.2336,0.0,21.48,21.124058
,12100.08,1.23,0.0,21.03,21.14059
,11886.31,1.2351,0.0,20.85,20.709988
,11787.26,1.236,0.0,20.85,20.456274
,11787.26,1.236,0.0,20.85,20.423658
,11787.26,1.2442,0.0,20.76,20.474566
,11970.83,1.2401,0.0,21.04,20.481386
,11940.71,1.2307,0.0,20.34,20.75267
,12096.73,1.2301,0.0,20.1,20.209324
,12096.73,1.2321,0.0,20.1,19.967937
,12002.45,1.2314,0.0,20.1,19.917341
,12002.45,1.2314,0.0,20.1,19.882692
,12002.45,1.23,0.0,20.1,19.895994
,12002.45,1.2269,0.0,20.13,19.901285
,11957.9,1.2277,0.0,19.97,19.918653
,12305.19,1.2238,0.0,20.7,19.791666
,12241.27,1.2281,0.0,20.59,20.42773
,12261.75,1.2268,0.0,20.59,20.435265
,12261.75,1.2268,0.0,20.59,20.417225
,12261.75,1.2319,0.0,20.42,20.389803
,12397.32,1.2354,0.0,20.51,20.260803
,12293.97,1.2365,0.0,20.65,20.346436
,12415.01,1.2325,0.0,20.78,20.412947
,12442.4,1.2329,0.0,20.82,20.553387
,12391.41,1.2331,0.0,20.82,20.608534
,12391.41,1.2331,0.0,20.82,20.588432
,12391.41,1.2378,0.0,20.73,20.579025
,12585.57,1.237,0.0,21.12,20.521822
,12590.83,1.2372,0.0,21.33,20.859827
,12567.42,1.2344,0.0,21.33,21.0664
,12540.5,1.2286,0.0,21.23,21.077663
,12572.39,1.2276,0.0,21.23,20.961391
,12572.39,1.2276,0.0,21.23,20.943056
,12572.39,1.2207,0.0,21.11,20.934464
,12550.82,1.2229999999999999,0.0,21.07,20.813643
,12422.3,1.2159,0.0,20.28,20.769255
,12500.47,1.2101,0.0,20.79,20.088974
,12580.87,1.2128,0.0,21.03,20.374197
,12612.11,1.212,0.0,21.03,20.676527
,12612.11,1.212,0.0,21.03,20.752794
,12612.11,1.2077,0.0,21.12,20.763105
,12612.11,1.1993,0.0,21.12,20.807272
,12802.25,1.195,0.0,20.98,20.780756
,12690.15,1.1987,0.0,20.83,20.725023
,12819.6,1.1958,0.0,20.83,20.564297
,12948.14,1.1959,0.0,20.83,20.566095
,12948.14,1.1959,0.0,20.83,20.602062
,12948.14,1.192,0.0,21.33,20.59434
,12877.09,1.1862,0.0,21.29,20.941576
,12943.06,1.185,0.0,21.39,20.932802
,13022.87,1.1913,0.0,21.39,21.040314
,13001.24,1.1942,0.0,21.73,21.111881
,12977.71,1.1951,0.0,21.73,21.363228
,12977.71,1.1951,0.0,21.73,21.401571
,12977.71,1.1925,0.0,21.81,21.40801
,12970.04,1.1837,0.0,21.4,21.445507
,12996.33,1.1807,0.0,21.61,21.110106
,13114.61,1.1793,0.0,21.58,21.196478
,13077.72,1.1775,0.0,21.55,21.222357
,13169.92,1.1775,0.0,21.55,21.18528
,13169.92,1.1775,0.0,21.55,21.21337
,13169.92,1.179,0.0,21.55,21.211418
,13169.92,1.1778,0.0,21.76,21.218231
,12976.84,1.1696,0.0,21.54,21.360373
,12855.09,1.1719,0.0,21.65,21.12548
,12938.01,1.165,0.0,21.78,21.1629
,12863.46,1.165,0.0,21.78,21.267778
,12863.46,1.165,0.0,21.78,21.282717
,12863.46,1.1622,0.0,21.75,21.303041
,12666.51,1.1538,0.0,21.68,21.27736
,12783.76,1.1661,0.0,21.66,21.122875
,12604.89,1.169,0.0,21.81,21.218166
,12724.27,1.166,0.0,21.89,21.288492
,12770.75,1.166,0.0,21.89,21.40168
,12770.75,1.166,0.0,21.89,21.435324
,12770.75,1.1698,0.0,22.1,21.43896
,12787.13,1.1717,0.0,22.29,21.606518
,12830.07,1.1773,0.0,22.33,21.778856
,12811.05,1.1797,0.0,22.47,21.879059
,12766.55,1.1766,0.0,22.3,21.987366
,12842.91,1.1766,0.0,22.3,21.854362
,12842.91,1.1766,0.0,22.3,21.85412
,12842.91,1.1782,0.0,22.44,21.83652
,12842.3,1.1743,0.0,22.49,21.933222
,12890.58,1.1789,0.0,22.59,21.959108
,13107.1,1.1567,0.0,22.64,22.077179
,13010.55,1.1607,0.0,22.62,22.066912
,12838.9404,1.1607,0.0,22.62,22.065565
,12838.9404,1.1607,0.0,22.62,22.015469
,12838.9404,1.1622,0.0,22.58,22.02257
,12677.97,1.1588,0.0,22.46,22.009521
,12695.16,1.157,0.0,22.76,21.86406
,12511.91,1.1601,0.0,22.76,22.055677
,12579.72,1.1655,0.0,22.56,22.06092
,12270.33,1.1655,0.0,22.56,22.00618
,12270.33,1.1655,0.0,22.56,21.90284
,12270.33,1.1702,0.0,22.21,21.912258
,12234.34,1.1645,0.0,22.13,21.70147
,12348.61,1.1552,0.0,22.27,21.5645
,12177.23,1.1567,0.0,21.9,21.63203
,12306.0,1.1683,0.0,22.28,21.343822
,12238.17,1.1683,0.0,22.28,21.694881
,12238.17,1.1683,0.0,22.28,21.71688
,12238.17,1.1639,0.0,22.04,21.74169
,12349.14,1.1655,0.0,22.21,21.545134
,12317.61,1.1654,0.0,22.04,21.677912
,12464.29,1.1689,0.0,22.12,21.551275
,12496.17,1.1745,0.0,22.32,21.651466
,12555.0801,1.1745,0.0,22.32,21.824022
,12555.0801,1.1745,0.0,22.32,21.857685
,12555.0801,1.1749,0.0,22.58,21.851122
,12609.85,1.1742,0.0,22.62,22.020077
,12417.13,1.1672,0.0,22.55,22.08104
,12492.97,1.1671,0.0,22.7,21.951248
,12546.4297,1.1682,0.0,22.74,22.072557
,12561.02,1.1685,0.0,22.74,22.135433
,12561.02,1.1685,0.0,22.74,22.155033
,12561.02,1.1709,0.0,22.83,22.156511
,12661.54,1.1659,0.0,22.63,22.227484
,12765.94,1.1638,0.0,22.91,22.102856
,12686.29,1.1641,0.0,22.83,22.28176
,12561.42,1.1718,0.0,22.92,22.225355
,12547.9697,1.1718,0.0,22.92,22.294258
,12547.9697,1.1718,0.0,22.92,22.295996
,12547.9697,1.169,0.0,22.76,22.303106
,12689.39,1.1684,0.0,23.02,22.183744
,12579.33,1.1728,0.0,22.98,22.370544
,12809.23,1.1641,0.0,22.86,22.355547
,12860.4,1.1656,0.0,22.9,22.302202
,12798.2,1.1704,0.0,22.9,22.33151
,12798.2,1.1704,0.0,22.9,22.331402
,12798.2,1.1704,0.0,22.35,22.325455
,12805.5,1.1691,0.0,22.23,21.959389
,12737.05,1.1658,0.0,22.4,21.790447
,12546.33,1.1582,0.0,22.25,21.814484
,12615.76,1.1567,0.0,22.49,21.62335
,12598.21,1.1553,0.0,22.49,21.804697
,12598.21,1.1553,0.0,22.49,21.830196
,12598.21,1.1553,0.0,22.61,21.861217
,12648.19,1.1597,0.0,22.8,21.957985
,12633.54,1.161,0.0,22.83,22.150515
,12676.11,1.1526,0.0,22.91,22.205671
,12424.35,1.141,0.0,22.73,22.240448
,12358.74,1.1408,0.0,22.73,22.00213
,12358.74,1.1408,0.0,22.73,21.981712
,12358.74,1.1408,0.0,22.83,21.986813
,12358.87,1.1342,0.0,22.62,22.073616
,12163.01,1.1343,0.0,22.62,21.915625
,12237.17,1.1375,0.0,22.48,21.8617
,12210.55,1.1437,0.0,22.32,21.812626
,12331.3,1.1479,0.0,22.32,21.725052
,12331.3,1.1479,0.0,22.32,21.765755
,12331.3,1.1479,0.0,22.35,21.753641
,12384.49,1.1569,0.0,22.61,21.769703
,12385.7,1.1596,0.0,22.52,22.017286
,12365.58,1.1537,0.0,22.74,21.993525
,12394.52,1.1621,0.0,22.8,22.099972
,12538.31,1.1677,0.0,22.8,22.210938
,12538.31,1.1677,0.0,22.8,22.285418
,12538.31,1.1677,0.0,23.09,22.27222
,12527.42,1.1693,0.0,23.17,22.445591
,12561.68,1.1706,0.0,23.24,22.518005
,12494.24,1.1665,0.0,23.24,22.590517
,12364.06,1.1597,0.0,23.2,22.557186
,12364.06,1.1597,0.0,23.2,22.468233
,12364.06,1.1597,0.0,23.2,22.469654
,12364.06,1.1597,0.0,23.18,22.471966
,12210.21,1.1585,0.0,23.11,22.465836
,12040.46,1.1634,0.0,22.94,22.379377
,11955.25,1.1622,0.0,22.85,22.25255
,11959.63,1.1552,0.0,22.77,22.15208
,11986.34,1.1592,0.0,22.77,22.057213
,11986.34,1.1592,0.0,22.77,22.088503
,11986.34,1.1592,0.0,22.76,22.09695
,11970.27,1.1599,0.0,22.8,22.102365
,12032.3,1.1624,0.0,22.88,22.137594
,12055.55,1.1688,0.0,23.16,22.234484
,12124.33,1.1628,0.0,23.16,22.476671
,12096.41,1.1683,0.0,23.16,22.491299
,12096.41,1.1683,0.0,23.16,22.52688
,12096.41,1.1683,0.0,22.99,22.519785
,12157.67,1.1665,0.0,22.98,22.40175
,12219.02,1.1672,0.0,23.01,22.371403
,12326.48,1.1775,0.0,23.17,22.389505
,12430.88,1.1749,0.0,23.28,22.563679
,12350.82,1.1746,0.0,23.28,22.643505
,12350.82,1.1746,0.0,23.28,22.629103
,12350.82,1.1746,0.0,23.08,22.62415
,12374.66,1.1771,0.0,23.2,22.489489
,12385.89,1.1738,0.0,23.25,22.55403
,12435.59,1.1639,0.0,23.33,22.564323
,12246.73,1.1608,0.0,23.27,22.582577
,12339.03,1.1576,0.0,23.27,22.496159
,12339.03,1.1576,0.0,23.27,22.511183
,12339.03,1.1576,0.0,23.47,22.516922
,12287.58,1.1546,0.0,23.31,22.652182
,12244.14,1.1476,0.0,23.3,22.551748
,12244.14,1.1513,0.0,23.04,22.503826
,12111.9,1.1523,0.0,22.75,22.360098
,11947.16,1.149,0.0,22.75,22.11364
,11947.16,1.149,0.0,22.75,22.012022
,11947.16,1.149,0.0,22.56,22.01241
,11977.22,1.1489,0.0,22.44,21.893658
,11712.5,1.1518,0.0,21.89,21.808908
,11539.35,1.1593,0.0,21.55,21.337204
,11523.81,1.1562,0.0,21.67,21.00956
,11614.16,1.1577,0.0,21.67,21.04646
,11614.16,1.1577,0.0,21.67,21.123734
,11614.16,1.1577,0.0,21.44,21.151693
,11776.55,1.1573,0.0,21.73,20.992748
,11715.03,1.1499,0.0,22.02,21.23405
,11589.21,1.1452,0.0,21.87,21.422024
,11553.83,1.1513,0.0,21.78,21.300116
,11524.34,1.1463,0.0,21.78,21.259657
,11524.34,1.1463,0.0,21.78,21.218664
,11524.34,1.1463,0.0,21.42,21.227629
,11274.28,1.1469,0.0,21.07,20.962502
,11191.63,1.1391,0.0,21.28,20.5841
,11307.12,1.1374,0.0,20.78,20.64879
,11200.62,1.1401,0.0,20.58,20.340376
,11335.48,1.1371,0.0,20.58,20.125116
,11335.48,1.1371,0.0,20.58,20.126894
,11335.48,1.1371,0.0,20.71,20.123259
,11287.39,1.1344,0.0,20.02,20.21991
,11447.51,1.131,0.0,20.86,19.673424
,11468.54,1.1407,0.0,20.86,20.233425
,11518.99,1.1385,0.0,21.18,20.386196
,11494.96,1.1406,0.0,21.18,20.653679
,11494.96,1.1406,0.0,21.18,20.701488
,11494.96,1.1406,0.0,20.97,20.708096
,11484.34,1.1426,0.0,21.25,20.541075
,11579.1,1.1424,0.0,21.51,20.729084
,11527.32,1.1362,0.0,21.83,20.987663
,11529.16,1.1334,0.0,21.48,21.220005
,11325.44,1.1217,0.0,21.48,20.988808
,11325.44,1.1217,0.0,21.48,20.82361
,11325.44,1.1217,0.0,21.15,20.82493
,11472.22,1.1289,0.0,20.87,20.587519
,11412.53,1.1308,0.0,20.98,20.422104
,11353.67,1.1326,0.0,20.56,20.451683
,11341.0,1.1418,0.0,20.93,20.129435
,11244.54,1.1451,0.0,20.93,20.400093
,11244.54,1.1451,0.0,20.93,20.438648
,11244.54,1.1451,0.0,20.6,20.453709
,11066.41,1.137,0.0,19.62,20.197508
,11244.17,1.1383,0.0,20.09,19.288145
,11138.49,1.1407,0.0,20.06,19.527082
,11192.69,1.1340000000000001,0.0,20.05,19.515312
,11354.72,1.1326,0.0,20.05,19.488157
,11354.72,1.1326,0.0,20.05,19.512217
,11354.72,1.1326,0.0,20.29,19.499107
,11309.11,1.1288,0.0,20.37,19.672327
,11298.88,1.1366,0.0,20.73,19.741842
,11298.23,1.1391,0.0,21.21,20.078062
,11257.24,1.1315,0.0,21.26,20.542295
,11465.46,1.1352,0.0,21.26,20.638052
,11465.46,1.1352,0.0,21.26,20.75596
,11465.46,1.1352,0.0,21.74,20.760029
,11335.32,1.1344,0.0,21.7,21.126612
,11200.24,1.1344,0.0,20.97,21.123299
,10810.98,1.1374,0.0,20.56,20.540762
,10788.09,1.1376,0.0,21.04,20.026918
,10622.07,1.1355,0.0,21.04,20.3347
,10622.07,1.1355,0.0,21.04,20.368717
,10622.07,1.1355,0.0,20.37,20.403715
,10780.51,1.1314,0.0,20.84,19.893078
,10929.43,1.1368,0.0,20.96,20.162603
,10924.7,1.1361,0.0,20.81,20.37347
,10865.77,1.1307,0.0,20.51,20.28026
,10772.2,1.1346,0.0,20.51,19.976269
,10772.2,1.1346,0.0,20.51,19.904665
,10772.2,1.1346,0.0,19.88,19.891739
,10740.89,1.1361,0.0,19.87,19.397053
,10766.21,1.1375,0.0,20.0,19.259504
,10611.1,1.1444,0.0,19.42,19.328613
,10633.82,1.1367,0.0,19.07,18.876743
,10633.82,1.1361,0.0,19.07,18.485489
,10633.82,1.1361,0.0,19.07,18.385254
,10633.82,1.1361,0.0,19.07,18.355623
,10633.82,1.1351,0.0,19.07,18.34462
,10381.51,1.1351,0.0,19.07,18.337784
,10381.51,1.1429,0.0,18.94,18.271591
,10558.96,1.1439,0.0,19.47,18.191793
,10558.96,1.1462,0.0,19.47,18.59111
,10558.96,1.1462,0.0,19.47,18.698517
,10558.96,1.1462,0.0,19.54,18.728289
